text,date
"we have family in colombia and apparently, there is such a thing as vaccine tourism to the usa.",2021-05-28 07:24:47
"vaccine tourism: read the fine print, warn travel agents -  vaccine tourism: read the fine p…",2021-05-28 07:21:15
the us worried about vaccine tourists. now it’s encouraging them. - some cities and states with a surplus of vaccin…,2021-05-28 07:02:06
"a country struggling for vaccine and oxygen is in a hurry to develop tourism, by displacing an indeginous fishermen…",2021-05-28 06:58:43
"local vaccine tourism. :)

imo, anyway it's be…",2021-05-28 06:06:41
"tourism frontline workers are now included in the government’s to priority list for vaccination, alongside health c…",2021-05-28 06:01:26
here's one reason why our vaccination program sucks. our very own government cannot get their acts straight. is the…,2021-05-28 05:58:34
"show me georgia's, because i read kemp said they wouldn't have a state government pass…",2021-05-28 05:35:46
qantas could offer travel perks to incentivise you to get vaccinated   …,2021-05-28 05:06:55
update: the country's pandemic response task force expands further the sectors included in the top vaccination prio…,2021-05-28 03:51:57
quarantine and isolation hotel workers have been included in the a1 priority group for  vaccination.,2021-05-28 03:40:00
when can i have a lil vaccine tourism. as a treat,2021-05-28 03:12:00
"the department of tourism (dot) on thursday said as the economy reopens, the government should start discussing pol…",2021-05-28 02:30:00
~ wait until region victoria screams out for tourists ~…,2021-05-28 02:22:46
"""vaccine tourism"" is definitely real. j&amp;j shots are being offered to anyone at miami int'l airport for the next few…",2021-05-28 01:12:30
keep an eye on this development though,2021-05-28 00:50:58
(vaccine tourism has started in the us) airports offer vaccine shots to memorial day travelers,2021-05-28 00:17:24
$isgi  picking up steam! could see the .40's sooner than later!,2021-05-28 00:03:12
just in: workers in hotels operating as quarantine or isolation facilities will be prioritized for covid-19 vaccina…,2021-05-27 23:49:56
some american cities and states with a surplus of vaccines are helping foreign travelers get their shots to help bo…,2021-05-27 23:11:46
"| tourism secretary berna romulo-puyat says as the economy reopens, the government should start discussi…",2021-05-27 22:45:00
"vaccines work, vaccinated people should cross and canadians should be able to get a vaccine in the usa.…",2021-05-27 22:40:50
if they don’t have a vaccine card the port may well refuse ent…,2021-05-27 22:25:13
| tourism secretary berna romulo-puyat announces that leisure workers working in hotels currently being…,2021-05-27 22:15:00
"re my last 2 rts: 

it seems like common sense at this point. if what's left in the us are people who are anti-vax,…",2021-05-27 22:00:20
“i decided to travel because i was not sure when i was going to get the vaccine in my country.”,2021-05-27 21:40:31
mexican airlines report booming business for vaccine tourism to u.s. despite travel restrictions,2021-05-27 21:29:37
"tourism minister, hon. edmund bartlett, has called on regional leaders and those from other parts of the developing…",2021-05-27 19:56:27
: the us worried about vaccine tourists. now it’s encouraging them. | mit technology review…,2021-05-27 19:28:03
really interesting piece on vaccine tourism. anecdotally i know of lots of mexicans flying to the us to get their j…,2021-05-27 18:47:13
"vaccine tourism: useful websites and recommendations for before, during, and after dosing in the us",2021-05-27 18:43:20
"i would like to know why they would not be vaccinated

and

we have people flying into miami airport f…",2021-05-27 18:41:39
": eu legislators reach compromise on vaccine certificates, canada-us border restrictions extended to june 21s…",2021-05-27 18:40:03
"the us is operating a vaccine apartheid globally by protecting monopoly pricing rights (aka patents), and then enco…",2021-05-27 18:37:52
"“it’s a bit of a joke, really,"" says a vaccine tourist from nairobi, kenya. ""is it really better to fly loads of pe…",2021-05-27 18:34:43
will canadians be travelling around the country this summer? what about the u.s. border and international travel? w…,2021-05-27 18:22:00
"but but 🥺 i’m stuck here in africa 
(sidebar: who wants to sponsor my vaccine tourism... i’ll give you a…",2021-05-27 17:37:57
good news for the vaccine tourism industry.,2021-05-27 17:36:46
"people are traveling to america with the express purpose of getting the covid vaccine. what is this, covid tourism?",2021-05-27 17:19:10
will this be a requirement of new york state? because they are going to have zero tourism if they don't…,2021-05-27 17:06:02
"that's hilarious!

vaccine tourism as an explanation for the outstanding impr…",2021-05-27 16:54:17
"shsp dean and former  official robert amler, m.d., m.b.a., states the efficient approach is to ship th…",2021-05-27 16:45:03
biden 'restrictions' not restrictive: mexican airlines report booming business for vaccine tourism to u.s. despite…,2021-05-27 16:41:23
did you know that israel is getting ready to restart tourism this summer? thanks to the success of the covid-19 vac…,2021-05-27 16:32:37
do you have a vaccine tourism ..... needed at the earliest 🙄,2021-05-27 16:24:21
"ffs how can they be so stupid?
it's mind boggling. there's always been a few anti vaccine peop…",2021-05-27 15:51:42
"planning a trip to  but still haven't managed to get the  yet? now, you can get a two-in-one deal by ge…",2021-05-27 15:51:19
vaccinated travellers pose a minuscule risk to the public. trudeau should get vaccine passports movi…,2021-05-27 15:40:28
"happy tourism week! 🛶  pre-covid, tourism bizz accounted for 2% of canada's gdp +employed 1.8 million workers?…",2021-05-27 15:30:01
a poll released this week finds that a whopping 79% of canadians support vaccine certificates or vaccine passports…,2021-05-27 15:28:18
"i guess this is a thing, huh? as with some of the responses i've seen to the outbreak in taiwan, there will be thos…",2021-05-27 15:22:03
administration invited covid catastrophe in kashmir by organizing mega tourism events to show normalcy in kashmir &amp;…,2021-05-27 15:12:03
us promoting vaccine tourism,2021-05-27 15:01:10
"with  vaccine rollout underway, the european commission is pushing for a 'digital green certificate' to fac…",2021-05-27 15:00:35
"trudeau wants people to be 75% vaccinated because he believes in the vaccine protecting people, yet he hasn't made…",2021-05-27 14:01:11
celebrity cruises will start its first cruise out of port everglades requiring passengers to be vaccinated. the shi…,2021-05-27 13:53:17
vaccine tourism is a thing. it’s about to get interesting.,2021-05-27 13:39:18
"encouraging !!
the us worried about vaccine tourists. now it’s encouraging them.
some cities a…",2021-05-27 13:29:14
"good morning, for travelers coming for tourism it states that your vaccine is only valid for 6 months…",2021-05-27 13:20:52
"here in barcelona pretty nice now. vaccine situation going well. no tourism yet, but in some weeks it wi…",2021-05-27 13:04:06
just in: workers in quarantine hotels are moved to priority list a1 for immunization as approved by vaccine czar ca…,2021-05-27 12:55:35
"will  back down from confrontation over 'vaccine passports,' even if it could cost the state money?",2021-05-27 11:45:22
desantis and cruise lines are heading for a showdown over vaccine requirements. cruise lines have said they might l…,2021-05-27 11:42:20
open the borders to allow canadians to get vaccinated,2021-05-27 11:40:38
"others just visit for jabs -

the us worried about vaccine tourists. now it’s encouraging them.
some c…",2021-05-27 11:40:07
"the dope comes bearing good news for   !

follow the link below for details.…",2021-05-27 10:30:06
"i visit bhanu bhawan daily to check on vaccines slot. all i hear in last few weeks is vaccines only for tourism, fo…",2021-05-27 10:02:21
"the dracula castle, located in the carpathian mountains in transylvania, is one of the most famous dark tourism sit…",2021-05-27 09:59:16
vaccina nationalism effects.,2021-05-27 09:42:13
"as vaccines become more widely available in wealthy nations, the profile of vaccine tourists has also begun to shif…",2021-05-27 09:32:48
":  picks up slowly, with the continent leading the way  | the changing landscape of soc…",2021-05-27 08:59:29
"in maldives, they are planning on vaccine tourism.",2021-05-27 08:39:33
"""we have arrived in the us not for the american dream, we are here for the vaccine dream,"" 49-year-old elver estela…",2021-05-27 08:26:40
"situation update, may 26th, 2021 - full - vaccine tourism, cdc bribes dating apps, who threatens to unleash next pa…",2021-05-27 07:52:10
"there is no real recovery here yet - still in survival mode.
vaccination is now open to all over 18.
local health t…",2021-05-27 07:42:04
latin america is very short of covid-19 vaccines. most of the over 400 million vaccine doses administered across th…,2021-05-27 07:14:41
tourism agency warns against ‘vaccine tours’ due to hidden costs and return-flight risks,2021-05-27 07:10:00
"thai news update: 27-05-21

1. chulabhorn royal academy to import, sell covid-19 vaccine
2. locally produced astraz…",2021-05-27 07:06:05
vaccine tourists are coming to america and travelers were not asked for proof of residency in the us at vaccination…,2021-05-27 07:01:00
off my own feed it’s basically all selfiefashiondanceloopporn. i never c…,2021-05-27 06:48:07
love to see your input about this:,2021-05-27 06:44:20
"hopefully after this latest vaccine debacle of morrison's, following on the bushfire one, australian electors will…",2021-05-27 05:49:29
vaccine tourism is the latest trend in usa,2021-05-27 05:42:02
vaccine tourists are coming to america,2021-05-27 05:36:56
will the states that have closed their borders return the tax payer $1.2 billion subsidy to the tourism in…,2021-05-27 05:22:58
gvb to present vaccine tourism plan to governor; will ask for astrazeneca authorization  via  news first,2021-05-27 04:55:39
"vaccine tourists are coming to america
     …",2021-05-27 04:51:44
interesting.,2021-05-27 04:38:48
"tourists watch too much cov1d tv and afraid to travel i guess. the locals live a normal life.

still re…",2021-05-27 04:23:35
"meanwhile, immigrant taxpayers with regular work visas from eu are not allowed to come back to the united states. s…",2021-05-27 04:13:21
icymi: mexican airlines report booming business for vaccine tourism to u.s. despite travel restrictions…,2021-05-27 03:56:03
"some of my friends in mexico went to texas for the vaccine. just back and forth, no tourism. twice in a month and a half.",2021-05-27 03:25:28
the us worried about vaccine tourists. now it’s encouraging them.  rich people really do practice solidarity.,2021-05-27 03:24:52
how do we account for those canadians who received their vaccines abroad in our metrics? lots of vaccine tourism am…,2021-05-27 03:18:34
"vaccine tourism: read the fine print  via  sasdha, who like his mother already had…",2021-05-27 03:10:45
"open border + offer vaccine = huge tourism dollars moving south, i love it !  all could have been minimized and can…",2021-05-27 03:01:13
"today's podcast covers a multitude of topics, including ""vaccine tourism"" where people from mexico and even taiwan…",2021-05-27 02:34:04
good! ✨,2021-05-27 01:53:59
"yep. more statesmanlike than that charlatan promo &amp; his gang of grifters.
keep on the guv about…",2021-05-27 01:52:28
vaccine is personal decision but as a country our existence and quality of life depends on us getting things somewh…,2021-05-27 01:43:13
meanwhile: vaccine tourists are coming to america,2021-05-27 01:32:19
tony of  stop the bs! refund all cancelled flights now &amp; announce the names of 2 corporate con men/crooks a…,2021-05-27 01:27:48
mexican airlines report booming business for vaccine tourism to u.s. despite travel restrictions – hotair,2021-05-27 01:05:13
australia deserves a leader - not a failed tourism ad-man! born to rule. free pass into cook courtesy of 3…,2021-05-27 00:43:46
australia deserves a leader - not a failed tourism ad-man! born to rule. free pass into cook courtesy of 3-…,2021-05-27 00:40:24
australia deserves a leader - not a failed tourism ad-man! born to rule. free pass into cook courtesy of 3-murdoch…,2021-05-27 00:39:01
"in a handful of islands with fewer travel restrictions and more successful vaccine campaigns, tourism is already th…",2021-05-27 00:36:34
"looks like we are in for a cruise vaccine show down, folks.

celebrity won cdc approval for first cruises in june f…",2021-05-27 00:32:05
the us worried about vaccine tourists. now it’s encouraging them.,2021-05-27 00:16:03
"cnn: vaccine tourists are coming to america
5/23/18 london by claudia rebaza, cnn london 
updated 4:51 pm et, wed m…",2021-05-26 23:19:17
a year ago americans were banned from entering multiple countries now people are coming here to get a vaccine shot!…,2021-05-26 23:07:38
called it:,2021-05-26 23:02:51
i guess people are flying to the u.s. to get vaccinated.😱,2021-05-26 22:45:43
"this new vaccination campaign to get hardcore republicans to finally get their shot is brilliant.

“get your vaccin…",2021-05-26 22:44:56
"with a population of nearly 700 million people only 37 million have been fully vaccinated, paho officials said toda…",2021-05-26 21:57:14
vaccine tourists are coming to america.,2021-05-26 21:46:29
what do you think about this?,2021-05-26 21:13:45
so sorry there wasn't a taco bell out there for you to go to as i was depressed and never felt im…,2021-05-26 21:02:09
vaccine tourists are coming to america news,2021-05-26 21:00:18
"situation update, may 26th, 2021 - full - vaccine tourism, cdc bribes dating apps, who threats  via",2021-05-26 20:57:03
at this point it makes more sense to open nl tourism up to american travellers than canadian travellers thanks to trudeau's vaccine failure.,2021-05-26 20:53:02
how are they getting in if the border is still closed??,2021-05-26 20:47:15
can’t get a vaccine in asia? tourism firms are running ‘vac-cations’ to the us or russia – but the costs are high |…,2021-05-26 20:36:05
the us worried about vaccine tourists. now it’s encouraging them. | mit technology review,2021-05-26 20:12:26
why don’t we have a vaccine ad campaign that’s as high budget and as ubiquitous as the hamish blake domestic tourism ad campaign?,2021-05-26 19:59:23
zero reported cases- i’m not sure how frequently the anti vaccine crowd is getting test…,2021-05-26 19:57:11
i wonder why here they always refer to hh…,2021-05-26 19:51:18
"vaccine tourists are coming to america: for those who can afford it, the cost of an international flight and accomm…",2021-05-26 19:44:18
"situation update, may 26th, 2021 - full - vaccine tourism, cdc bribes dating apps, who threats",2021-05-26 19:33:30
"travel demand from latin american countries to the us has increased in 2021, fueled by growing interest in ""vaccine…",2021-05-26 19:31:05
vaccine tourists are coming to america      …,2021-05-26 19:13:37
"""demand for  is being driven in part by unequal access to what are seen as the most effective vaccines…",2021-05-26 19:01:26
"vaccine tourists are coming to america ""we have arrived in the us not for the am",2021-05-26 18:20:26
"question on incentives: dr. traxler said they're partnering with sc dept of parks, recreation and tourism to give v…",2021-05-26 18:13:33
"the us worried about vaccine tourists. now it’s encouraging them.  

the  is grow…",2021-05-26 17:21:42
domestic vaccine tourism sounds tempting.,2021-05-26 17:19:42
canadians want to travel. there is pent up demand to spend and experience life again. the majority of provinces wes…,2021-05-26 16:55:25
this is getting ridiculous. i can't think of a defence for keeping surplus vaccine stock to encourage health touris…,2021-05-26 16:54:30
"tourism? i agree, lots of tourism in ca. so, you must support keeping ca safe then with va…",2021-05-26 16:52:42
"4.vaccine passports (or certificates) are getting more support from countries, increasing the likelihood of a 2021…",2021-05-26 16:39:24
"tourism flows to southern europe should be just about higher than in 2020, with travel restrictions easing in june.…",2021-05-26 16:32:50
i agree mate.! what about vaccine roll outs? false hope to migrants? international stud…,2021-05-26 16:30:22
"this is dumb. send vaccines elsewhere!

the us worried about vaccine tourists. now it’s encouraging them.",2021-05-26 16:18:46
? let's  the !,2021-05-26 16:02:37
“is it really better to fly loads of people to new york to do this than to just fly some vaccines from new york to…,2021-05-26 15:54:51
"vaccine, mars mission, kms of highways per day, covid facilities, oxygen trans…",2021-05-26 15:25:58
"., who has written a book on medical tourism, says vaccines were meant to go first to “those who are most…",2021-05-26 15:17:34
mexico is tracking the stark improvement in covid numbers seen in neighboring u.s. but with a fraction of the vacci…,2021-05-26 15:00:14
"4/
this method is in part being applied through necessity because economies such as croatia's simply cannot survive…",2021-05-26 14:54:40
"""vaccines were meant to go first to those who are most in need, and not to people who are able to travel, who have…",2021-05-26 14:53:43
i saw people are doing the vaccine tourism thing. the infection rates in the maldives are shockingly hi…,2021-05-26 14:47:50
the us worried about vaccine tourists. now it’s encouraging them.  via,2021-05-26 14:41:45
some cities and states with a surplus of vaccines are helping foreign travelers get their shots to help boost the l…,2021-05-26 14:41:22
"vaccine tourism casts harsh light on global supply inequalities, vaccine hoarding, absence of int'l oversight…",2021-05-26 14:37:51
"vaccine tourism casts harsh light on global supply inequalities, vaccine hoarding, need for int'l oversight",2021-05-26 14:32:18
"earlier in the pandemic, people were pilloried for traveling to other places to get covid shots. today, us cities a…",2021-05-26 14:31:16
check out a conversation i had w/ tim evans of  &amp;  (the vaccine alliance) and the jamaican minister…,2021-05-26 14:30:41
"here we go, ; 24 us states currently do not require residency for vaccines; 25 more offer the shot t…",2021-05-26 14:07:26
"vaccine surplus in the us used to encourage tourism. 

poor countries don't even have vaccine for health workers. e…",2021-05-26 13:44:02
how  for global  will work,2021-05-26 13:31:41
top story: the us worried about vaccine tourists. now it’s encouraging them. | mit technology review…,2021-05-26 13:22:17
"but on the other hand, vaccine tourism does seem to be winning over...individual tourists. 👇🏽

micro-vaccine diplom…",2021-05-26 13:15:44
"it’s good that vaccine tourists are asking these questions, but this highlights the problem w/ vaccine tourism(and…",2021-05-26 13:06:07
vaccine passport protocols are developing among nations and travel businesses like airlines.  …,2021-05-26 13:00:01
"in the words of , encouraging vaccine tourism is as if “someone loans you their car to take your mother t…",2021-05-26 12:59:15
new from me: i wrote about the u.s. states/cities encouraging tourists to come get vaccinated—despite a widening gl…,2021-05-26 12:57:21
"“however, the much more efficient approach is to ship vaccine to other countries, where their people can be vaccina…",2021-05-26 12:54:51
this is the reason why who is unwilling to provide us vaccine now.,2021-05-26 12:43:18
serbia is crowded with russians and chinese. the government has announced the cancellation of the vaccine for touri…,2021-05-26 12:12:08
also they won’t pass the vaccine passpo…,2021-05-26 12:09:18
！！！maldives’ tourism minister abdulla mausoom said that maldives will soon offer vaccine on arrival as part of its…,2021-05-26 12:03:39
united gives pilots huge vaccination incentive     …,2021-05-26 11:58:21
"virus update:

★ inequality could slow india's  fight.
★countries reliant on  race to reope…",2021-05-26 11:48:19
japan opens mass vaccination centers ahead of summer olympics | travel + leisure  via…,2021-05-26 11:45:17
"virus update: 
• vaccine inequality could slow india's covid-19 fight.
• countries reliant on tourism race to reope…",2021-05-26 11:45:04
✈️ love this ! the us worried about  tourists. now it’s encouraging them. …,2021-05-26 11:39:08
testing requirements and vaccine passports may make travel more expensive and bureaucratic for many years to come,2021-05-26 10:55:53
the us worried about vaccine tourists. now it’s encouraging them. -,2021-05-26 10:46:36
"opens regional  vaccination site for  nationals.

""the uae will offer sinopharm vaccine to chine…",2021-05-26 10:45:06
the us worried about vaccine tourists. now it's encouraging them.  …,2021-05-26 10:38:29
new: the us worried about vaccine tourists. now it’s encouraging them.,2021-05-26 10:35:53
the us worried about vaccine tourists. now it’s encouraging them.  by eileen guo …,2021-05-26 10:31:22
the us worried about vaccine tourists. now it’s en…,2021-05-26 10:28:06
humanosity's cyril zenda reports on the growing phenomenon of vaccine tourism in zimbabwe.,2021-05-26 10:22:21
beware! the 24-day vaccine tourism,2021-05-26 10:20:25
no i said scot and it means scomo  national leader has to take responsibility th…,2021-05-26 09:57:47
i would appreciate deputy brophy's input on how he contends that the…,2021-05-26 09:53:03
"chinese outbound tourism has major implications for asean economic recovery. standardised testing, vaccine document…",2021-05-26 09:27:27
"with size of population,  shud vaccine whole population in less…",2021-05-26 09:00:18
please read our   post on   turkey has talked up its credentials as a…,2021-05-26 08:24:41
is vaccine optimism in the air for tourism sector in malaysia?,2021-05-26 08:12:13
"geez! send the pfizer and azs to us! better yet, offer vaccine tourism! we will go get our jabs, and eat roast goos…",2021-05-26 08:12:01
hong kong could soon throw away millions of unused vaccine doses  | al jazeera  via…,2021-05-26 08:10:51
can’t get a vaccine in asia? tourism firms are running ‘vac-cations’ to the us or russia – but the costs are high…,2021-05-26 08:00:45
"amazing to hear you at tourism recovery summit riyadh, sir, w…",2021-05-26 07:58:31
“we are seeing positive shifts – especially as vaccines roll out more broadly – and signs that traveller optimism i…,2021-05-26 07:50:01
"a nz newspaper article, from around the time that morrison was creating havoc in the nz tourism body,…",2021-05-26 07:36:44
"chinese nationals visiting the regional tourism and business hub will be able to get the sinopharm vaccine, making…",2021-05-26 06:15:45
"albania. us expat, international teacher here. teachers, medical workers, 65+, tourism industry worke…",2021-05-26 05:56:44
"yeah no vaccine proof required, but had to deal with testing. i do have a work reason to travel to…",2021-05-26 05:40:28
come to beautiful soviet america for vaccine tourism,2021-05-26 05:08:09
you mean  ‘s “vaxication” tourism promotion which was spearheaded by ! that’s where t…,2021-05-26 03:49:36
why then promoting vaccine tourism for tourists?,2021-05-26 03:31:45
"trib_al: 'nicola sturgeon says there are reasons for ""cautious optimism"" in glasgow and east renfrewshire '",2021-05-26 02:31:02
most countries open up for tourism for vaccinated tourists but indians banned inspite of being vaccinated. are we b…,2021-05-26 02:28:33
"trib_al: 'as of today, more than five million doses of vaccine have been given in scotland '",2021-05-26 02:11:02
"trib_al: 'mass testing and pop-up covid vaccination clinics needed in glasgow, says anas sarwar '",2021-05-26 02:01:01
"with 70% of adults in hawaii having at least one covid vaccine dose, gov. ige lifts the outdoor ban on masks. it'll…",2021-05-26 01:52:25
just heard someone addressing a remark to the pm: that we urgently need quarantine housing not designed for tourism…,2021-05-26 01:45:16
trib_al: 'coronavirus vaccination in scotland: here are the top 10 scottish areas with the highest vaccination rate…,2021-05-26 01:41:02
if everyone had that attitude we'd remain with closed borders and snap lock…,2021-05-25 23:42:33
"is it possible to get a vaccine as a tourist, non us citizen, in",2021-05-25 22:54:42
"memorial day and the start of the summer tourism season will bring new people – and potentially, new covid exposure…",2021-05-25 22:50:00
tourism: vaccines can make the difference between life &amp; death and should not be a privilege of r…,2021-05-25 22:40:28
"all the lunacy about covid passports makes me wonder...
if canada has vaccine passports but the usa doesn't how tha…",2021-05-25 22:33:18
i can't believe after the year we've had we'd ever just allow certain people to visit spain without a pcr test (nor…,2021-05-25 20:57:20
hcmc tourism department halts covid vaccine tours to us,2021-05-25 20:52:38
"i know, right? it only makes sense for canada to join forces with other travel destinations to ensure o…",2021-05-25 20:52:01
"vaccine tourism, the new way of jab’n’fly for 2021",2021-05-25 20:00:55
tourism minister  wants international travel reopened as soon as eu vaccine passports are in place,2021-05-25 19:45:38
tourism is a huge part of the economy. how can tourists attend events if they can't get a vaccine passport?,2021-05-25 19:20:59
big supporter - one area of strong disagreement: vaccine passports.  fl will miss out on tourism $…,2021-05-25 19:14:34
"it was tourism as well as vaccination at community health center, barot in the lap of himalaya . got my vaccine dos…",2021-05-25 19:09:55
here is the news paper cutting. the travel company said it was a miscommunication. there is nothing…,2021-05-25 18:48:01
they actually pulled off vaccine tourism. damn. mausoom could never.,2021-05-25 18:30:31
"interesting👉👉👉new research suggest vaccine  trend in united states 

 
via …",2021-05-25 18:28:23
where's the money dougie? $4.4 billion. if you screwup tourism's recovery the way you scre…,2021-05-25 18:20:43
"vaccine tourism to the us is on the rise. 

the citizens are not fully vaccinated in this country, but…",2021-05-25 17:59:47
what were yall doing before? living on another planet? lol,2021-05-25 17:35:48
tn can start vaccine tourism 🤭,2021-05-25 17:28:56
forwardkeys reveals emergence of vaccine tourism,2021-05-25 16:37:09
"first they block vaccine supplies, next they block tourism. biden's relationship with canada is about the worst in…",2021-05-25 15:06:12
"modiji recently mene covaxin vaccine lagwai hai, after seeing this news new i am shocked. who ki list me covaxin ka…",2021-05-25 14:27:56
"with tourism hit hard by the pandemic, camel riders in northern kenya have repurposed their herds to help spread th…",2021-05-25 14:11:46
"the caribbean, united by tourism, is divided by covid․",2021-05-25 14:00:56
tourism minister wants international travel reopened as soon as eu vaccine passports are in place  -…,2021-05-25 13:55:13
"the online platform finally allows me to book a vaccine appointment but i am in a dilemma

the region i'm in stoppe…",2021-05-25 13:52:15
"county government should be doing better things like mining, tourism, and vaccine development hii wachie vijana na mayouth",2021-05-25 13:27:08
turks &amp; caicos is one of the world's most vaccinated places. haiti hasn’t received a single dose. from debuting the…,2021-05-25 13:25:10
"chinese tourists can now receive covid-19 vaccines in dubai
chinese above 16 to receive sinopharm vaccine, administ…",2021-05-25 13:06:14
i've tracked the vaccine rollout across the caribbean for  — analyzing how the world's most tourism-d…,2021-05-25 12:39:15
i get my first vaccination on friday so high time for my own   donation. if everyone that w…,2021-05-25 12:38:04
"stop smoking bath salts! this guy is taking away your rights, spreading covid, kill…",2021-05-25 12:30:58
"the current high case rate has been attributed to people letting their guard down over easter, according to the cou…",2021-05-25 12:27:13
cool. thats not due to the vaccine bungle. that's due to other countries not controlling it as…,2021-05-25 12:20:34
coronavirus vaccination in scotland: here are the top 10 scottish areas with the highest vaccination rates,2021-05-25 12:15:56
"actually, chris thanks to the lnp and their vaccine bungle the industry i worked in is ruine…",2021-05-25 12:14:44
"with a new service having been set up to allow people aged 18 to 29 to register for vaccination, ms sturgeon said i…",2021-05-25 12:06:11
nicola sturgeon told people getting vaccinated was not only about protecting themselves from the virus “it is also…,2021-05-25 12:04:28
nicola sturgeon said efforts were underway to accelerate the vaccination programme “as far and as fast as supplies…,2021-05-25 12:03:29
"scotland recorded two coronavirus patient deaths and 318 new cases in the past 24 hours, nicola sturgeon announced.",2021-05-25 11:59:02
"nicola sturgeon said 16,421 people had received their first dose of the vaccine on monday, while 29,035 scots were…",2021-05-25 11:58:30
someone should tell her that her boss doesn’t like planes.. he prefers a push and a cycle to spain.,2021-05-25 11:58:03
"nicola sturgeon: ""we also expect that vaccines will offer even higher levels of effectiveness against hospitalisati…",2021-05-25 11:56:55
vaccine tourism is an industry on the rise.  via,2021-05-25 11:56:34
first minister stressed the “extensive public health efforts that are under way in glasgow will take time to work t…,2021-05-25 11:55:28
"in glasgow ms sturgeon said the seven-day average of new cases had increased, from 112 new case per 100,000 people…",2021-05-25 11:54:29
"speaking about east renfrewshire, which had been considered for level 3 restrictions, nicola sturgeon said that the…",2021-05-25 11:54:03
"how to start tourism in iran:
 
***
stay tuned for more here 
***
…",2021-05-25 11:53:25
nicola sturgeon said: “increasingly we are monitoring whether and to what extent vaccination might be breaking that…,2021-05-25 11:52:08
the first minister said vaccination may allow the country to “change our response” to the virus.,2021-05-25 11:51:12
trib_al: 'nicola sturgeon says she hopes we might not need such 'aggressive' restrictions in future ',2021-05-25 11:51:05
nicola sturgeon said while case numbers were rising they were still “quite low relative to the situation we experie…,2021-05-25 11:50:47
nicola sturgeon says she hopes we might not need such 'aggressive' restrictions in future,2021-05-25 11:44:35
"greek gov sets its priorities straight: vaccinate the islands to save 'tourism', let the rest eat cake.

""roughly 1…",2021-05-25 11:43:34
but she said “another important factor” was the latest variant of covid-19.,2021-05-25 11:41:52
she added: “some of the increase in case numbers being recorded just now will be due to the easing of restrictions…,2021-05-25 11:41:36
"ms sturgeon said while some of this rise would be due to higher testing levels, the percentage of tests that were c…",2021-05-25 11:41:21
"she told how scotland was experiencing a rise in cases, noting that over the last 16 days “case numbers albeit from…",2021-05-25 11:41:06
"with the total number of doses of vaccine being given now topping five million, the first minister said this was a…",2021-05-25 11:40:50
"nicola sturgeon confirmed 16,421 people had received their first dose of the vaccine on monday, while 29,035 scots…",2021-05-25 11:40:28
"mass testing and pop-up covid vaccination clinics needed in glasgow, says anas sarwar",2021-05-25 11:39:38
"as of today, more than five million doses of vaccine have been given in scotland",2021-05-25 11:36:54
"nicola sturgeon says there are reasons for ""cautious optimism"" in glasgow and east renfrewshire",2021-05-25 11:35:04
nicola  sturgeon says there are reasons for “cautious optimism” in glasgow and east renfrewshire,2021-05-25 11:34:13
"it would be risky to open up travel, tourism and hotels at…",2021-05-25 11:32:39
"""in fact, just in the last 2 days or so, we may have started to see some signs that case numbers are stabilising. t…",2021-05-25 11:31:32
"""in glasgow, the 7 day average of new cases has increased since friday – from 112 new cases per 100,000, to 137. ho…",2021-05-25 11:30:57
[coming up] we're doing some armchair travel to the maldives today. the indian ocean island chain of maldives is no…,2021-05-25 11:30:28
"""in east renfrewshire, case numbers may in fact have fallen very slightly. however, it is too early to be certain a…",2021-05-25 11:30:05
"more than five million vaccine doses have now been administered in scotland, with 3,138,366 first doses and 1,881,2…",2021-05-25 11:27:54
"she said 97 people are in hospital with recently confirmed covid-19, up three on the previous day. of these, six we…",2021-05-25 11:27:38
"the first minister told a scottish government coronavirus briefing the daily test positivity rate was 2%, down from…",2021-05-25 11:27:14
it means the death toll under this daily measure – of people who first tested positive for the virus within the pre…,2021-05-25 11:26:56
"scotland has recorded two coronavirus patient deaths and 318 new cases in the past 24 hours, nicola sturgeon has an…",2021-05-25 11:26:35
"nicola sturgeon live: ""some of the increase in case numbers being recorded just now will be due to the easing of re…",2021-05-25 11:25:07
"nicola sturgeon live: ""we're seeing a rise in cases overall just now.""",2021-05-25 11:22:20
"news: new research suggest vaccine tourism trend in united states 

the latest research from…",2021-05-25 11:21:19
trib_al: 'nicola sturgeon live: 318 new covid-19 cases in scotland reported on tuesday - and two further deaths ',2021-05-25 11:21:08
nicola sturgeon live: 318 new covid-19 cases in scotland reported on tuesday - and two further deaths,2021-05-25 11:20:46
number of scots waiting a year or more for hospital care up 86% in three months,2021-05-25 11:18:53
labour call for mass testing and vaccines as part of glasgow exit plan,2021-05-25 11:14:56
new research suggest vaccine tourism trend in united states,2021-05-25 11:09:34
"""the caribbean, united by tourism, is divided by covid."" by by emily palmer via nyt new york times",2021-05-25 11:06:33
coming up: nicola sturgeon is expected to speak about vaccination no-shows at 12.15 briefing. follow it via our liv…,2021-05-25 11:05:48
🔴 live 📺: nicola sturgeon is about to give a coronavirus briefing as reports of missed vaccine appointments emerge…,2021-05-25 11:01:32
first minister nicola sturgeon will hold a virtual coronavirus briefing with chief medical officer dr gregor smith…,2021-05-25 10:57:07
icymi: small businesses have been scrambling for rescue in droves as the vaccine roll-out drags on,2021-05-25 10:56:25
