text,sentiment
@clemchaz Thank you so much!  Have a fantastic day!,1
wats up in your world x) i just won a basketball game  best shooter on the team  idk if shooter existes lol but you understand haha,1
So im playing hooky from work and it feels good  Gonna go get ma hair did! .......i wonder how fitzsimmons is doing?,1
@helianniina Listened to it again coz you reminded me. This is so depressing.  ? http://blip.fm/~5joo9,-1
"OMG. I got a explosion of new followers, hello new followers",0
Just five more days. Five more long days. Ahh!,1
@archiedineros Yup I stayed until the very very end  Exciting!,1
@KarenSindayen hey we were doing the same thing this weekend! but it was for the kiddos...gotta love ikea,1
Bank holiday = rain. Superb. But a great excuse not to start gardening in the jungle at the back of our house. Eating it is then...,1
@lsbautista Thank you. I needed that,1
@batman1952 You know what?  That cowboy hat in your pic made me smile today (you don't see many of those in Japan),1
"I've done nothing today apart from moan,whinge,moan",-1
@AliNichole0619 I am thinking about reading that too! She is talking about it on the View too! Not that you miss it often,0
"@RizzoTees LOL, point at yourself and laugh!",1
@Nawarii22 ur welcome  u finished ur speech (typed it and written notes),1
@GlastoWatch @TheHwicceMan @cakey  i have been getting porn ones as i mentioned - all these girls seem to be at a loss what to do!,-1
Got my attics w sadie art work included  good times just broke my head phones bad times still happy buy attics!,0
"am chillaxin after a busy BankHoliday, Hope everbody had a gd wkend! Holiday in 12 days!!!  xx",1
@unodeellos where have you been? LOL,0
@Poynter_sex it was indeed  made my life!,1
@ammaryasir awesome RONIN121,1
@JohnRobberson I am definitely ready... actually ahead of you... I already have a sun tan and I was out at the beach yesterday.,-1
@quinland  I Hate It There Should Be A Endless Supply Of Hot Water!  I Put the Water Heater On 20mins Ago So Ill Be Gone In 10mins  Xx,-1
I want it NOW..  finally found what I wanted ..,1
@andymooseman Yeah. About damn time. My film SLR just sits there quietly being ignored. It's time to step up!,-1
@chi_gurl woot,1
"@RealMikeKnight @TeresaKopec - Guess POTUS will be able to do more digging &amp; folo up on the SS nomination. He's in a good pos 2 do that,",1
"@reemerband wooooo the tour has started yay, 13 days  have an awesome time! loved the video xD",1
whos going to see reemer on wednesdayy  me and kirsty are going (A) im well exited !!!,1
@RonnyakaTrauma morning you,0
"sabi ko nga lighting up is hazardous to your health, but got shoes for it  thanks love",0
@dannisaywhat LOL kk i've sent u a friend request,0
@AndySmurf I guess you will find out shortly.,0
On our way to St. Martin!!! Vacation for a week,0
@shanedawson haha yay We love you too Mr. Shane Dawson,1
Must be time of month: Watering eyes AGAIN!: http://tinyurl.com/cuwj2b (speciaal voor @marianneh: zo vind ik ze wï¿½l leuk!  ),0
reeeejuvinated  and bored as hell.,0
well being a retired drummer I can do my own drum roll so all you need to do is read my posts since they take a ton of time  lol,0
"@dougiemcfly : dougie, it's coffee. There's no &quot;I&quot; on coffee. Hahaha and your name comes up as predicted text. Pretty awesome",1
aaahhh...just woke up! feels good to sleep in on a monday!!!,1
@corie_michele but sometimes not having to say nice things all the time is kinda fun  *teehee*and now I'll put this back on as well *halo*,0
@eric_andersen thank you Eric!  glad u appreciate that!,1
"@nottypooch yeahh! i am very happy with my pendant, and hope to see you in future fairs. ps. good mini muffin",1
Make sure u pick up Chrisette Michele's new album EPIPHANY in stores tomorrow May 5th! You will love it! Promise!  Congrats @epiphanygirl,1
YAAAAY! I think I might have Aced my history test today!,1
eating maccies,0
@PushPlayCJ hey  yall were amazing at bamboozle! thanks for stopping to take apicture on saturday.. seemed like you were in a rush though!,1
Starting class. Today we start MediSoft.,0
"@jerzicua I didn't say I met *all* the awesomest people, just a bunch of them.",1
Going to jog down to uni. Quite a way from my family home but exercise and all that,0
@ inthebattle its really cute. One of my favorites.,1
@destroytoday thanks! I'm totally bushed today though time for some coding,1
Just work up,0
@davidspruell i always have a good day! i make it good all the time but you make it better w/ ur morning greetings!! thank you!!,1
"@mrsgizara  we are at FOrt Belvoir, on base.  Hubs is stationed at the pentagon.  I cant wait for pug pups!!  I just looooove mine!",1
@didactylos Aha! Well I'm from Ashington and going back to my old school in Sept. which will become Northumberland C of E Academy.,0
@ThisIsRobThomas good morning rob!,1
unplugging for the rest of the day.  Have a good one everybody!!,1
@annwhit hiya! been looking for you1,1
"@MissEileen hahaha  Really, I'm just trying to figure out the last time he was on FB by looking at all of his friends pages",0
@THAREALYUKMOUTH I'd Love to work with you! http://myspace.com/inikco  Tell ur friends to follow me!,1
just another manic monday.. wish it were sunday.. that's my fun day  happy monday twitterland,1
"@i0n, OR write a CMS that uses git for versioning  check out rails-git.  I'd be interested in working on something like that.",1
@Poshpinkla goodmorning,1
I hope everyone had a great weekend! I will be here on and off today as I have 2 important meetings today,1
@paulcargill thanks  xxx,1
finally seventeen,0
will be working at 7/11 this summer,0
@schwendigity You should see our floors before you make that offer.  Let me know if you don't receive a call soon.,0
good morning  tis a rainy Monday morning...blahhh!,1
"@fourstringfuror yea - it's mostly b/c I couldn't sleep, but oh well, lunch time will come soon",0
@shayMonkey I'm comin wit u!!,0
is at school. its her last day. of high school. ever. ever. ever.,0
@mswilliamsmusic I'd Love to work with you! http://myspace.com/inikco  Tell ur friends to follow me!,1
@monica058 Happy Anoop Day to you Monica,1
@nberardi @SaraJChipps My guess is that its because Sara makes a mention of mariage proposals on her site.,0
@b32 WHEW!  I'm just going to focus on family time and more swim suit shopping for the rest of my vacay! Thanks for the kind words,1
"Ok, seems I need to remember what account I'm posting as..... That last tweet was a @Geelong_FC tweet!",0
Omfg this test is a joke.,0
@mystic23 Congrats on the tax refund.  Those are always nice.,1
@FoolProofDiva  have a good day!,1
I just got my leavers do dress!!!!,0
@solutioncoach  Great! I'm glad you enjoy them  I hope you have a GREAT day,1
"@benny_bennett gotta go drive my Dad around today, but i'll be back this afternoon.",0
@gerdaduring i know they are delicious.miss germany but like holland as well as we used to shoppin there at weekends.lol,1
miss your smile,-1
Last day to sign up for GoCincinnati! www.crossroads.net/gocincinnati you can sign up with my group.. its going to be AWESOME,1
"@dermaesthetix I empathise luvvie, I dont personally understand a grown mans need to dress in tartan in search for a little white ball",0
"@ifyoucdenise kk, awesome.",1
"Just woke up and washed up, I have class @ 10 till 11 then chillin in G Building with my nigguhs. Then my bby is coming over @ 3:30!  ilh?",0
"@montelongo Hahaha! Is he snoring, too?",1
"AC is broke at the house. waiting to get an estimate on timeframe to repair. on the bright side, gonna join CoLab this week.",0
@kayenchante thanks   got a hold of someone there who knew their stuff..at last!,1
Office til around 6 today. Good day yesterday...I have a BSc now,1
terence cao over-dose  im fainting.,0
Beach with ashley,0
thanks for the props,1
Coffee in hand and sun shining in my window.  Hope everyone's having a great Monday morning so far! #monday - MR,1
its 35 now.   ilycecily &lt;3,1
@abigvictory OMG that is toooo funny!,1
"Dragging myself to work, missed my fitness class this morn. Need one more weekend day",-1
@deversum I've gotta watch out for those stealth skillz! I always forget.,0
"is rotting away at her desk. Would've been really down and out but thanks to YL, you made my day. You're the best support system - EVER!",1
I'm feeling so weak and tired from seating down in front of the pc. I really need to study for my HA long quiz.,-1
@monica058 Happy Anoop Day to you too Monica,1
"@TennealMaree haha ofcoooursee you do, its pretty much a must, and pluss its dress up night, jst added incentive",0
Everyone MUST watch this...it's Snowball the dancing bird &amp; he will make your day...I promise!  http://tinyurl.com/37wt5f,1
@purely_distel Maybe u have natural ability for languages  I envy u on that !!,-1
"alright, back from my twitter decompression  Happy monday folks, what's the good word?",1
"Version 2 of our live, interactive Trans-Siberian ticket planner is launched: http://tinyurl.com/c5ljwm - its very cool",1
"@donna_grant  Hey Donna, lovely to see you on Twitter.",1
shouldn't have stayed up til almost 2 reading &quot;rules&quot; but i did. such a good book. totally worth the sleep deprivation.,1
My phone works! Its whack. Well good morning. Gonna go eat breakfast with neil before school starts,1
"m still watchin Boston Legal tho it cracks me up 2, scrubs earlier was good  i guess i just like a laugh!!!",1
"It's weird waking up in my own bed. Slightly comforting, but i miss the group. But i'm loving using my own pillow again!",0
"@BleedBlacknGold meee.. I have a Penguin wallpaper on the backround on my phone, computer, ps3, ipod touch and on my twitter",0
@gabyrosario Thanks for the shoutout,1
has a new nick name - arosh ..i like i like,1
yEssss!!! goT ma TwiN oN LoCK!!!  weLcomE tWiiN,1
@gabbyfek yaaaaaay i get to see you too   looking forward to cupcakes and fun.,1
@FunderCats Munderday. I like that.,1
@impaulgriffiths pauly wallly ! you made my life fucking happy as hell and i love you x3 you should reply back to me,1
"@SteveS86 Not true, you can get worse burns today... don't forget sunscreen",-1
"http://pic.gd/63ef My college, My friends",0
Wohoo! Going to see Eddie Izzard in December!,1
@jlovely crossing my fingers for ya! &amp; hey you'll be on my side of town!  Welcome! LOL,1
"@Maritzasylvia Uhhh.. not yet, maybe my DM inbox is just slow. I'll let you know when it shows",-1
"@ronenk @jewlicious Guys, nothing is free in life. Where is my shidduch money?",0
Supernatural was good as  Loved it.,1
on the london eye. Awesome but feel a bit sick. Madame Tussaud's next,0
@colbycolberson then stop staying out all night,0
I really want to be a star...Hope Flawless will work,1
"setting business hours! 8am - 6pm, rush jobs will still be considered, but not the norm",0
@TheDailyBlonde,0
@Nnascenzi but cover your sneezes with a tissue for love of God! My germaphobe-ness has significantly increased since joining healthcare,1
@TheLastDoctor this time there is a theme and it is &quot;purple&quot;,0
Listening music with my friend,0
i have to study :O talk to you later  xxx,0
@THEREALNOM hehe  now im smiling... but u still gotta make it up to me,1
"Happiness comes from within...so the fact that it is a gray, rainy, Monday doesn't bother me. Well, not too much.",1
wake~n~bake monday,0
"Heading off to Hollywood Studios today  Manta and Kraken were both awesome yesterday, feeling like doing a few more rides!!",1
is gonna go yoga-ing with a jumbo cup of coffee!!!!! Thinking about it is making her very happy!!,1
"@MichelleZen That sounds good, too!",1
"@basantam In other words, a perfect run, right?",1
@zzybug thankfully it's just a really bad sinus infection. they're just watching out for me since i've traveled recently. thanks though,0
"@robinmeyers Looks like you did the full Lincoln Marathon yesterday? That is awesome, the HM was tough for me",0
Morning everyone!!!,0
@kidbraindoc just hope the tunnel is wide enough that you can get out of the way!,0
"one final down, two more to go!! wish me luck!! no a great effort!!",1
hope your weekend was fabulous  do anything interesting?,1
Going to get a pedicure and the to CPK for lunch,0
@MsPonita 9 more week! July 8th. Flolloping just perfectly describes the way she moves my belly  hehe,1
@amyjbennett  The &quot;holy cow&quot; is what did this to me.,0
Talk at you all lates!,0
@Poptastic omg! I saw ur update nd it said &quot;David Archuleta&quot;!!!! lol. They shoulda had more David on it! &lt;33 David's awsome!!  t4p!,1
Leaving for work.. 5:30 can't get here soon enough!  hope everyone has a great day!,1
@absolutraia that's precious,1
@Michael_Cera That is so awesome  awwww.,1
Had a great weekend with John-back to work for 3 days then going to Illinois on Thurs &amp; Fri for more Gigs with John,1
"@DaLionofjudah Hey, you!! ;) Call me this week!! Gotta go hang out ... could use the de-stress!!",0
been To beach+ nanny's Just got back- roast Iater and then Pudding,0
@easytouch lets go home,0
Staying home to work on a linoleum block carving for a project (due tomorrow). There will probably be pictures.,0
"The WHITE DICE are coming into the studio this eve 6-7pm, on 1386AM Radio City",0
its raining!! gng for rain dance,0
Excited about having an empty apartment to ourselves for a little while,0
"@lollipop26 great interview, your videos are my favorite on youtube",1
@LuciasM What's the focus of your Sunday 4e game?,0
happy Star Wars day,1
@smartie999 (((HUGS))) back to you - you also have that look!,1
"@amandawilk106 yes unfuzzy, i prefer the fuzzy me and clear caleb..  wanna turn back the clock!",0
Rainy Mondays... Is there a better day to work at home?? I am thankful!!,1
20 John: @johnhaydon: @TheDailyBlonde  http://tinyurl.com/cq5nkp,0
"@sp_ According to Mick Jagger, Hindu Ragas are more sfs sort of music",0
"@tristyB thanks, I couldn't find a way around it on iTunes though, found a little app called Switch that did the job nicely",1
is in the middle of the Irish sea... with absent elk brothers.  Newcastle here we come.  we love Newcastle,1
"just in case you wonder, we are really busy today and this coming with with adding tons of new blogs and updates stay tuned",0
@quesmoney @BoneHI night boyssss,0
@jkandbvgirl drive safe Linz... Give us some pit stop updates on where you are,0
@RaDollasHpc what you laughing at over there  got strawberries?,0
@njgetsketchy *is bad ass...He still is,-1
@HilzFuld Were have you been?,0
@GemmaCampbell you coming on myspaceee? if yr doing work though dnt bother,1
Rise and shine  Time to get prettifide.,1
"@MichelleBlanc I've been busy and chained to my laptop  I'll be at Webcom Wed afternoon, then likely Yul Blog. See you there?",0
Good Morning people!!! Have a great day,1
@jessejane looks to be a great morning already!,1
@OnThePontyEnd heh coincidence im a barnsley fan too  how'd you track me down :o,1
Got told I got a good chance at gettin the job  I am so so excited .omgggg. When I come back I want too...,1
@Foxy_HotSawce owwwwww! gooood morning,1
"The Wedding is over everyone has gone home, newlyweds are off to Canada and finally, there is quiet! And I'm late for work",0
"@erinbarna its definitely coming, hope ur ready!",1
The rain outside motivates me to sleep.,1
May the 4th be with you. Happy Star Wars Day!  http://ow.ly/52Aw,1
@ThisIsRobThomas Did you know its Star Wars Day today... May the 4th be with you!,0
Hey @robluketic its back!!    (robluketic live &gt; http://ustre.am/2w5v),0
"@hootsboots Don't worry, the bizarre will find you",1
"@Teifion Thanks, I'm glad you liked it. It's a flower made of diamonds",1
Nice and clean now,1
"@loic I need to check your TOS, Loic. Are you allowed to sleep? I don't remember any mention of sleep there...",0
@feedmekicks heyyy you  LOL wassup mamas?,0
I'm going to; eat-homework-tv-I don't know yet...,0
@LaBellaBYTCH wassup with u this morning.,0
@kayenchante http://twitpic.com/4j6kc - man i love your shelves! way to go diy diva!,1
"@profchandler time to start unfollowing some people, i think",0
going to the cinema to see ghost of girlfriends past!,0
&quot;I will stumble.. I will fall down... But I will not be moved  &quot;,0
"@ben_stiller They sure DO. More than 40,000 to boot!",0
@darrendoyle Oh I had lots put on my desk during those years  I guess if they've done it to you then it would be ok to do it back lol,1
@petethevet Thanks!,1
"Done Jack in the Green today, it was good, a killer walking up the West Hill though! Listening to Will and the People",1
"Just got out the shower, Sitting on my towel  I Hate TwitterBerry I Can't Reply To Tweets",-1
@YuraF Nope wasn't kidding at all.  Sometimes I think of you as Forest Gump (during his running years).,0
I hate the exams . first time and last time in this school  then i'm out ! after 10 years! yaaaay !,0
Why kiss the feet of the people who kick you when you can be anything that you want to?  morning everyone! Hope you have the best day ever,1
@mongab I WANT YOU ALL HERE WITH ME TOO! Ya'l shoulve gone with RM!,0
"@froggie775 I'll be one of your &quot;groovy guys&quot; any time, shortie short  #photofollows",0
Working technology! I love you WAZ!,1
is 500 words into a 10 minute speech on 80s teen movies. due wednesday. blah blah. can't wait for the glenn ball!,0
@Kitty4Peace how fun!  where is the twitpic! I had purple hair once...,1
@SurrendrDorothy Yahoo ! Great! Always nice to hear successful stories!,1
@shefinds Great job!,1
"@gfalcone601 Hey gio, you are beautiful! I am Brazilian and I love you hahahaha! Please answer me  Xx",1
"says Finally, Im home.  http://plurk.com/p/rr121",0
@EmmaRileySutton Sounds like fun  LoL. At least you still have some hair right?  how was the weekend?,1
@sortingtrolley sorry missed your post earlier about Edinburgh.  I am biased towards its awesomeness!  Glad you enjoyed your visit,0
@rockeye AHHH you follow the dark side too..  night,0
What to do what to do!!!! need to do my show reel nxt week...then start applying for editing jobs  Rock climbing tomos I hope,1
Wow. Shabu.  And now HIMYM! Really feels comforting,1
@amytropolis wow. sounds heavenly.  we're just doing a quick drive to north carolina. i can't wait,1
"@MissCindyBaby  I wasn't tryin to call you out, I just remember my dad ALWAYS had my ass late. He never got in trouble, I did.",-1
Happy Star Wars Day? OHHHH...now I get it. May the 4th be with you.  love it. (and mondays). (sorry again) #starwarsday,0
"Is at Panera eating a bacon, egg and cheese with a coffee!  http://twitpic.com/4jip9",0
@jspruett have a safe trip joshy poo.......you'll knock them dead at your speech,1
@parjoy sounds like the muffler bearings are going bad,-1
is working,0
this weekend was a very relaxing one.. i was at my cousin's place and watch a tv series &quot;Tru Calling&quot; really cool,1
"@ToriForNow haha.. you were actually in violations of someone's trademark?! okay..  Yeah, I went to bed at 4 and I had to be up at 6. :[",-1
I should be DJing my prom! I'd do it for free...there prob gonna have a dj who's stuck in the 80's  boooooo,0
@pfoty I forget you're from Venezuela! Talking with you is like with my classmates.,0
"@Antwoinne Hey babe, nothing much tryin to see what imma do at work today lol, look like the load isnt so bad.",1
"@ajaimk Also, HAPPY STAR WARS DAY!!!",1
@dravenxiv Oh no! Hope you find your voice soon,0
LAST CALL!!,0
"http://www.myspace.com/dica_grl Just got a crush on this song! Disco's Out! Murder's In! ruleaz?, zic!  www.myspace.com/discosoutmurdersin",0
In Study Hall with Brittneyy!!,0
@MsCatou someone really needs to make a kit like that avaialble for home use,0
@Hellblazer They are great friends of mine. I'll let you know when they are playing next and you can come along and do whatever you like,1
@Sam_Ho Naw; it was before the 15 mins bug (where tanks would stop spawning after 15 mins)  I'm glad I get to keep it,1
@danbimrose That's more than ok. Personally I'm very good in doing nothing,1
@ash2good99 yay were all saved! Weve overcome god again!,1
"@ArmyGal1 have a good day girl, ill call you later",1
"@1critic Yep, ah, damn, I don't wanna leave my warm doona to get a hot beverage...I guess I'll just have to make do w/o it",-1
Watched 'The boy in the striped pj's' the other day too..one of the best films I've ever seen.,1
had delicious pav + bhaaji + finely chopped onion + little dash of lemon  Yummy!,1
I'm pondering lunch at Shane's. I think. I can already hear people whining about it...,-1
On my flight headed 2 denver...see yall in a min,0
watching matilda with a bowl of noodles,0
Damn I'm pass 400 updates! Haha! Tweet tweet tweet!!!!!!,0
How I Met Your Mother? Best show ever,1
@dexmans why windows vista,0
@mfeige Thanks! I'm going to the Laker game tonight. Sec 108. I LOVE LA!,1
@KimmiMcFly Ah lol okay. Thanks,1
"@roediger316 It wasn't the best flick, to be sure.  I'm just ready for &quot;Star Trek&quot; now",-1
@dandebuf i'm pretty sure he's every main character we've ever written. that or @iamnotmatt,0
@safegeek so technically....i havent really gotten out of bed. so i think you're right and i'm gonna stay here!,0
Well hopefully I'll see you both @rasikakrishna @chrisloos at the conference,1
straightening my hair,0
@CookingGranny morning,0
@sugarghc heyy sweety  how did it go at advanced training? waht r u doing?? *hugz*xxxxxxxxxx,0
@deanomarr That sounds cool! And you're paying - even better,1
@iamdpbeltran where is home??,0
@lilrainbow89 hi thanks for following me. u doing much? been a long time since i last chatted to u,1
I'm glad someone slept with me last night. My doggy  I would take a picture but I don't see my laptop.,1
@GeoffHampton   Thank you soooo much!!!      Bella,1
@MsMandyMay Awesome pics! It's a nice way to start the week,1
"@EveD I can't say I've tried, but then again, I haven't tried with a sword either   Not yet, anyway.",0
@lulurocks3 That is messed up. I hope your day gets better.,0
@TheMandyMoore awe thank you!!  good morning to you aswell!!,1
@miss_om &quot;If I should paint my fingernails green- oh and it just so happens I do paint them green...&quot;  Marvelous,1
Starbucks I'm lovin' it,1
Gettin check outta school cause im siccck. Goin to pick up jimbbbbo.,-1
I wash my dishes Like a boss!! LOL,0
@cwbtoad Thanks bro.,1
@kduggs1 OMG I just spit my drink out! RIP hair straightener!!,-1
@auflutterfly Thanks! I registered,0
If you are new and in need of a few followers say &quot;TWEET ME&quot; Person with lowest followers will get a shout out!  U have 30mins,0
@larrybenet Just DMed you your login details for the Twitter Salvation System. Enjoy! do let me know what u think.,1
"New pic.... Twitter is finally letting me change my pic.  For those that missed it, Fannish Inquisition is now @Fannish please follow",0
@mzunyque thanks. before the major chop.,0
@mklujszo maybe used to have. Besides without AC it's too hot to sleep,-1
@Storagezilla and the grease drip pan doubles as a butter dish (in a pinch),0
@wendyyoung Damn. She got it on the first try.,0
im feeling the burn of the last 4 days..gonna chill play xbox and watch stuff all day,0
@hotpants79 of course i really hope that this would be his real twitter page! that would be soo cool,1
Apparently the BIG FEAR over the swine flu has passed.   No seat on the subway for me this morning,0
"@TheMandyMoore my name is Jason, but sunshine works too.",0
@sugarrae i thought you would win!  Fabulously40 have some bots on her side?,-1
Hey @robluketic nawwwww pity no show no more lol great while it lasted though aye   (robluketic live &gt; http://ustre.am/2w5v),0
6th street was amazing this weekend!!! The wedding was fantastic.. but im really really tired at work from the long eventful weekend,0
the new T-Mobile advert in Trafalger Square looks like a lot of fun  Except if there was a load of pigeons there too.,0
At the hospital today then shopping with mom  Love you so much.,1
"I just downloaded a ton of stunning, BEAUTIFUL wallpapers from www.interfacelift.com - go have a look.",1
@lilazngangsta have a awesome day at school!!!,1
@MysticFearie I want chocolate!,0
@dougiemcfly saw you walking back from starbucks. I was in the orange beetle,0
"@ThisIsRobThomas Enjoy Springsteen, I'm seeing him at Glastonbury in June!! Give us a report when you get back",1
"gay culture is increasing in india,govt has to make new laws such as wat will be charges if a boy tease a boy nd wat if a boy rapes a boy",0
"@cwong5 same to you bud. Kudos on your hardcore gym training, it's a great lifechanging experience, keep it up!!!",1
@Gertbeef Nice musli bars!,1
@sea_breez Yer please do! Have a good day!,1
@maenad_au my pleasure... hey it was played at my going away from nz party back in 87 lots   so it is burned into my brain,1
@desire4it oh yeah - love his choregoraphy. the pants...not so much.,0
Now english academy,0
is now going to the hairdressers instead of running due to rain,0
will deplurk! GAH!! need to concentrate on Jap! Visit my http://jynxedpanda.com (site) if you have time  heh... http://plurk.com/p/rr2ly,-1
"@PoisonIvy69 Fine thanks, not long now till Christmas....I'm excited",1
@alitherunner yeah I know. I need to get back into twittering. Just haven't felt it.  but yes. Thank god for txtin. I would miss ya more,0
Worked out for about an hour.. nothing to hardcore. Sitting in Starbucks waiting to start work,0
Happy Monday everyone! Loving the new arrangement in my family room,1
"@parachutesfail Okay, cool. Hope you had better dreams than you had last week.",1
@ChloeChloe Ahh thats where i go the 6 year old fact. good old radio one!  what exams do you have tomorrow?,1
Really? I can only go in 1Direction at a time?! UGh!  Gotta take authority over the time 2day!  Say hello! Don't be a stranger! BeBlessed!,0
"@RavenousReader BTW, thanks for the gifts.  I'm wearing my shirt, having a dunker and Apple loved that chicken soup; just what she needed!",1
@missyIbee Not a problem at all sis - respect due,1
"@EllenMalloy thanks for trying   I was hoping Bud Trillin, but the Fest would be honored by any of the guests with whom you hobnobbed.",1
"got tickets to go with dad and his girlfriend to see Eric Clapton, Steve Winwood, and the Arc Angels on June 24th @ Toyota Center! WOO!",1
@stephenfry hong kong is great for crazy &quot;English names&quot;. A friend works with a &quot;miss chewbacca leung&quot;,1
concert tonight  chackin out and not coming tomorrow!,0
"@Guvnor64 i'll get my size 40's out now, straight to the post office  See you later, hun",0
@blueskiesxj  i like yours too   i enjoy your photography. =],1
@powerpoole You are quite welcome Mr. Poole.,0
http://tinyurl.com/c8nlzh - forgot how much I like this song,0
and dont tell burnsy - but no comparison between the rocky mountains and mountains in enlgland,0
may the 4th be with you,0
Por Favor!!! Only need FIVE more!  http://tinyurl.com/dzcpg3,0
@JanisSharp thanks Janis,1
Ok getting the pink stripey one it's the most subtle I'm a bit bored of the floral print! Ok?,-1
Good Monday morning to everyone- Hope everyone's week is off to a successful start,1
@jcdietrich Same  also trying to get my house ready to sell... I can't believe how much crap I own !,-1
"@mafeinberg At least you have a large vocabulary -- the benefit of being a writer   Hope you're well, sister.",1
@djnvs LoL! there u go..that's the spirit haha,1
@BerinKinsman Does this happen every monday?,0
Ar work bored...hope Tiff gets here soon then the fun can start,0
Going to IKEA with the roomie so she can shop for her apartment. IKEA is in like my top ten stores that I love,1
http://twitpic.com/4jj43 - Me and Ari,0
had a very interesting day yesterday... wondering if today will be just as crazy. Hope not. Still diggin' Spartacus!.. aka: Mike-E!!!,1
Watching Ryann!!  Gonna be a grand day!!!,1
@Dhanraj1974 good luck with you finals!!!,1
"@zaktar No offense, but have you thought about a career change?",0
I am loving this beautiful monday morning!,1
@AndreaNBC13HD You're right....I'm 29 and  I've heard the song a time or two,1
@Djalfy I sound really Brummie lol but most of all I just hate looking at myself!,-1
"@mangamaniac  The Wilshire.  (it is where I stayed last year, too",0
"I promise to post new mini magical village today, the weather is perfect for it   See preview here: http://pengpengsplace.blogspot.com",1
@khorshid I hope to see you soon again,1
"@zacjones13 why, hello there  How's life on the other side of the screen?",0
"Upshot: If they want to hunt you down... uhh... well, I wish y'all the best of luck, tweeps!",0
Dreary bus ride home. Im rubbing my eyes out but at least I didn't spend the day in school. Over 12 hrs well spent,0
"@tova_s  tried to reply back to you, but you need to follow me for me to DM - we have many friends in common is the short answer",0
"[Aeroplanes - We Know, Plato!] One of my favorite WKP songs!  ? http://blip.fm/~5jq91",1
Sooo readyyy for the summerr babyyyy!!!!!!!!!,1
"@Janet_Reid Lol. It was the dissing of the were-octopus that did you in. However, he redeems himself by rescuing you from a were-spider.",0
@twitlonger Hi x Your websites soo cool i love using it  Thank you,1
Getting ready for college. I had a good sleep.  rainy day today. I love it.,1
@cats2cats Thanks,1
@Monodi what lol?,0
@88michael this my new more private acc. Will only use it for close twitter friends,0
@millennialprof Can I have your old one?,0
@yourbabyV  I don't like Demi...I like La La Land and Don't forget. Do you like Ashley Tisdale??,0
ohay clean teeth,1
Mode: Home Office,0
"@musicjunkie11 It's Alright,It's Ok-Ashley Tisdale",0
I need a break! I NEED KITKAT! haha!,1
One lane stop and go trafffffffic suckssss! Almost to wwork thanks to gay miinnnesota roads,-1
First steps on Twitter. Just checking,0
@kristianc count me in,0
Blocked the acct for one of my most hated sports teams. That felt really good.,1
"@MRHYPERPCS Thanks, but the Elance course is not mine! It's @trishlambert.",1
"@faeyakof hahaha im broke, i need money  sighh.",0
monday morning . lets whip out some code today,0
"Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning",1
http://twitpic.com/4jj4j - Birthday Breakfast! Yummm- chai &amp; an apple fritter,1
Good morning everyone,1
"@Stevebrown87 Noo, good guys are better  x",1
@shortiee31,0
"Finally picked up some handwraps, but struggling to wrap my stronger hand with the other! Defo should have got some a lot sooner though",-1
@richardbsmith glad you liked the quote (Integrity...) - it was in one of my more productive moments,1
weee! internet is back here at home!,1
"@gfalcone601 salt and vinegar, cheese and onion make your breathe smell lol  xx",-1
"@Da7e Man, that sucks and I feel your pain... if you were local, I'd buy you a cup of coffee.",-1
It smells like the beach from my job..,0
@MatReesUk Has to be a Mac! Believe me - you won't regret it,1
@ponet thats funny.. actually.. i could use a haircut...might be growing it out thru August for Woodstock Anniversary Party....40 yrs,-1
going to second morning of the day... just sleeping for 3-4 hours,0
"@SlovakBrewer Yeah, I wanted to have some  I was bottling, so it's sanitized and all good. It tastes like those choc. oranges.",1
@markhoppus ahaha its stuck in my head; thanxx,1
"@elegyofhope haha you didnt see my macbook or my 24'' imac in that pic, so feel extra jealous lolll",-1
"@Madinafire dude, I can safely say I was blown away when I heard Attics. I'll make sure I pass it on as much as I can!",1
Great cover  ? http://blip.fm/~5jq9o,1
I must have viewed that picture of me and @alicecsws from saturday morning about a milling times  x,0
salt and vinegar,0
"@LarryTill I had recommended Harney &amp; Sons (http://www.harney.com/) from where I order much of my tea, I think.",0
@TheBetterSexDoc   Wow what a beautiful picture... and by the way....I am straight....just wanted to let you know!!!     Bella,1
@gfalcone601 cheese and onion crisps are the best  alice or rosalie cullen ?,0
@ppittman feeling better - did nothing yesterday but lay around.   hate i missed the youth leader polar bear swim   gotta love youth!,0
"Bumper Sticker: &quot;If you don't want to stand up for our troops, feel free to stand in front of them&quot; Thank you to all in the military",1
@bubblegumneko What are you doing up so early?,0
@PepeTheProducer Not any more.,-1
Feeling pretty good this morning! Lets hope it lasts through the day,1
Going to French. Anyone want to pick me up?,0
death cab for cutie and slouchy barets  its a good way to start the day.,1
"listening to dave barnes, getting really excited for junior senior",1
@sadknob living quite so close to RAF boulmer that might not be a good thing,-1
"@ClareAshford  I blocked him too, lets hope it just goes away forever",0
"@isparkleen wow, that's good",1
@CHRISDJMOYLES Get you lol what time we eating id hate to be late,-1
It's soupy-soup time. Today: Heinz Cream of Chicken and Mushroom - yum! bbl,0
"@taylorswift13 lol, good luck with that ;) love your vid for YBWM",1
@m_jonas101 WOW they're totally amazing and they're more than awesome,1
@shay1988 lol same here....wish there was a way to microsize everything...lol,0
